threshold,f1,pred_positive_rate,pred_positives
0.3496987951807229,0.15492957746478872,0.12,60
0.35,0.15492957746478872,0.12,60
0.35170281124497993,0.07272727272727272,0.056,28
0.3537068273092369,0.07272727272727272,0.056,28
0.35571084337349396,0.07272727272727272,0.056,28
0.357714859437751,0.07272727272727272,0.056,28
0.35971887550200804,0.07272727272727272,0.056,28
0.361722891566265,0.07272727272727272,0.056,28
0.36372690763052207,0.07272727272727272,0.056,28
0.3657309236947791,0.07272727272727272,0.056,28
0.36773493975903615,0.07272727272727272,0.056,28
0.36973895582329314,0.07272727272727272,0.056,28
0.3717429718875502,0.07272727272727272,0.056,28
0.3737469879518072,0.07272727272727272,0.056,28
0.37575100401606426,0.07272727272727272,0.056,28
0.37775502008032125,0.07272727272727272,0.056,28
0.3797590361445783,0.07272727272727272,0.056,28
0.38176305220883533,0.07272727272727272,0.056,28
0.38376706827309237,0.07272727272727272,0.056,28
0.3857710843373494,0.07272727272727272,0.056,28
0.3877751004016064,0.07272727272727272,0.056,28
0.38977911646586344,0.07272727272727272,0.056,28
0.3917831325301205,0.07272727272727272,0.056,28
0.3937871485943775,0.07272727272727272,0.056,28
0.3957911646586345,0.07272727272727272,0.056,28
0.39779518072289155,0.07272727272727272,0.056,28
0.3997991967871486,0.07272727272727272,0.056,28
0.4,0.07272727272727272,0.056,28
0.40180321285140563,0.0,0.004,2
0.4038072289156626,0.0,0.004,2
0.40581124497991966,0.0,0.004,2
0.4078152610441767,0.0,0.004,2
0.40981927710843374,0.0,0.004,2
0.41182329317269073,0.0,0.004,2
0.41382730923694777,0.0,0.004,2
0.4158313253012048,0.0,0.004,2
0.41783534136546185,0.0,0.004,2
0.41983935742971884,0.0,0.004,2
0.4218433734939759,0.0,0.004,2
0.4238473895582329,0.0,0.004,2
0.42585140562248996,0.0,0.004,2
0.42785542168674695,0.0,0.004,2
0.429859437751004,0.0,0.004,2
0.43186345381526103,0.0,0.004,2
0.4338674698795181,0.0,0.004,2
0.43587148594377506,0.0,0.004,2
0.4378755020080321,0.0,0.004,2
0.43987951807228914,0.0,0.004,2
0.4418835341365462,0.0,0.004,2
0.44388755020080317,0.0,0.004,2
0.4458915662650602,0.0,0.004,2
0.44789558232931725,0.0,0.004,2
0.4498995983935743,0.0,0.004,2
0.45190361445783134,0.0,0.004,2
0.4539076305220883,0.0,0.004,2
0.45591164658634536,0.0,0.004,2
0.4579156626506024,0.0,0.004,2
0.45991967871485945,0.0,0.004,2
0.46192369477911643,0.0,0.004,2
0.4639277108433735,0.0,0.004,2
0.4659317269076305,0.0,0.004,2
0.46793574297188756,0.0,0.004,2
0.46993975903614454,0.0,0.004,2
0.4719437751004016,0.0,0.004,2
0.4739477911646586,0.0,0.004,2
0.47595180722891567,0.0,0.004,2
0.47795582329317265,0.0,0.004,2
0.4799598393574297,0.0,0.004,2
0.48196385542168674,0.0,0.004,2
0.4839678714859438,0.0,0.004,2
0.48597188755020077,0.0,0.004,2
0.4879759036144578,0.0,0.004,2
0.48997991967871485,0.0,0.004,2
0.4919839357429719,0.0,0.004,2
0.4939879518072289,0.0,0.004,2
0.4959919678714859,0.0,0.004,2
0.49799598393574296,0.0,0.004,2
0.5,0.0,0.004,2
0.65,0.0,0.002,1
